Origin,Destination,Carrier,ShipmentType,Weight,Volume,Dimensions,PlannedShipDate,ActualShipDate,PlannedDeliveryDate,ActualDeliveryDate,Status,DeliveryTimeDays
San Diego,Austin,DHL,Standard,65.2,2.0,50x40x10,2025-05-26,2025-05-26,2025-06-02,2025-06-02,Delivered,7
Detroit,Miami,DHL,Standard,303.1,3.6,17x11x26,2025-05-01,2025-05-02,2025-05-04,2025-05-04,Delivered,2
Chicago,Seattle,FedEx,Fragile,136.9,3.3,29x16x14,2025-05-26,2025-05-27,2025-06-01,2025-06-03,Delivered,7
Detroit,San Francisco,DHL,Standard,325.4,5.4,24x21x9,2025-05-15,2025-05-15,2025-05-19,2025-05-19,Delivered,4
Dallas,Phoenix,DHL,Standard,256.9,5.2,22x14x20,2025-05-15,2025-05-15,2025-05-18,2025-05-18,Delayed,3
Boston,Phoenix,FedEx,Standard,321.0,5.1,35x25x12,2025-05-27,2025-05-27,2025-05-31,2025-06-01,Delivered,5
Miami,San Francisco,UPS,Express,269.0,5.2,29x26x21,2025-05-22,2025-05-22,2025-05-24,2025-05-24,Delayed,2
New York,Houston,FedEx,Express,151.6,2.1,46x14x18,2025-05-04,2025-05-04,2025-05-10,2025-05-10,Delivered,6
Miami,Austin,UPS,Fragile,139.2,3.4,43x16x11,2025-05-06,2025-05-06,2025-05-13,2025-05-13,Delayed,7
Houston,Houston,UPS,Express,92.2,3.0,35x20x22,2025-05-25,2025-05-25,2025-05-31,2025-05-31,Delivered,6
Philadelphia,Seattle,FedEx,Fragile,273.0,5.6,42x37x19,2025-05-25,2025-05-26,2025-05-26,2025-05-26,Delivered,0
New York,Orlando,UPS,Standard,257.4,4.5,15x25x25,2025-05-19,2025-05-19,2025-05-23,2025-05-24,Delayed,5
Detroit,Las Vegas,FedEx,Express,102.3,1.7,42x40x28,2025-05-04,2025-05-04,2025-05-11,2025-05-11,Delayed,7
New York,Phoenix,UPS,Fragile,346.5,6.1,21x22x17,2025-05-08,2025-05-08,2025-05-15,2025-05-15,Delivered,7
Boston,Seattle,FedEx,Fragile,339.0,5.8,48x14x9,2025-05-10,2025-05-10,2025-05-15,2025-05-16,Delivered,6
Boston,Denver,DHL,Standard,104.8,1.7,46x29x29,2025-05-23,2025-05-23,2025-05-29,2025-05-29,Delivered,6
Detroit,Houston,DHL,Standard,158.2,3.3,21x33x22,2025-05-08,2025-05-09,2025-05-11,2025-05-11,Delayed,2
Atlanta,Las Vegas,UPS,Express,223.2,3.1,30x28x17,2025-05-06,2025-05-06,2025-05-13,2025-05-13,Delivered,7
New York,Las Vegas,FedEx,Fragile,231.0,3.8,22x18x11,2025-05-01,2025-05-01,2025-05-03,2025-05-03,Delivered,2
San Diego,Houston,UPS,Standard,301.4,4.2,38x10x17,2025-05-31,2025-05-31,2025-06-06,2025-06-06,Delivered,6
Chicago,Orlando,UPS,Standard,63.9,2.6,18x32x25,2025-05-17,2025-05-17,2025-05-22,2025-05-22,Disrupted,5
New York,Orlando,DHL,Fragile,210.4,3.8,28x33x22,2025-05-04,2025-05-05,2025-05-06,2025-05-06,Delayed,1
Houston,Houston,UPS,Standard,134.3,2.0,27x36x20,2025-05-25,2025-05-26,2025-05-27,2025-05-28,Delivered,2
San Diego,Austin,FedEx,Express,260.2,3.2,15x16x18,2025-05-11,2025-05-11,2025-05-12,2025-05-14,Delivered,3
Miami,Miami,FedEx,Express,165.7,4.5,39x13x15,2025-05-08,2025-05-09,2025-05-11,2025-05-11,Delivered,2
Dallas,Seattle,FedEx,Standard,161.8,3.0,31x18x25,2025-05-22,2025-05-23,2025-05-23,2025-05-23,Delivered,0
Atlanta,San Francisco,DHL,Fragile,151.9,4.0,50x23x30,2025-05-18,2025-05-18,2025-05-19,2025-05-19,Delayed,1
Detroit,Phoenix,UPS,Express,244.7,3.2,36x27x14,2025-05-21,2025-05-21,2025-05-25,2025-05-25,Delayed,4
Detroit,San Francisco,FedEx,Standard,98.6,2.7,31x31x17,2025-05-16,2025-05-16,2025-05-23,2025-05-23,Delivered,7
Miami,Los Angeles,DHL,Standard,257.8,3.3,18x24x17,2025-05-07,2025-05-07,2025-05-10,2025-05-10,Delivered,3
San Diego,Houston,FedEx,Fragile,150.4,2.9,19x16x8,2025-05-27,2025-05-27,2025-05-31,2025-05-31,Delivered,4
Houston,Orlando,FedEx,Express,202.6,2.9,41x37x25,2025-05-14,2025-05-14,2025-05-19,2025-05-20,Delivered,6
Dallas,Denver,DHL,Fragile,79.1,1.8,43x35x15,2025-05-10,2025-05-10,2025-05-16,2025-05-17,Delayed,7
Atlanta,Los Angeles,FedEx,Standard,313.3,5.3,27x34x22,2025-05-03,2025-05-03,2025-05-10,2025-05-10,Delivered,7
San Diego,Orlando,FedEx,Fragile,323.5,5.2,31x24x23,2025-05-19,2025-05-19,2025-05-20,2025-05-21,Delivered,2
Detroit,Miami,UPS,Express,292.8,5.7,25x16x20,2025-05-12,2025-05-12,2025-05-13,2025-05-13,Delivered,1
New York,Houston,UPS,Fragile,153.3,2.8,21x37x18,2025-05-27,2025-05-28,2025-06-03,2025-06-03,Delayed,6
Detroit,Phoenix,DHL,Fragile,317.0,3.7,50x20x17,2025-05-20,2025-05-20,2025-05-23,2025-05-23,Delayed,3
Detroit,Orlando,UPS,Express,321.5,5.8,15x39x25,2025-05-07,2025-05-08,2025-05-12,2025-05-14,Disrupted,6
Philadelphia,Phoenix,UPS,Standard,287.1,4.5,25x20x22,2025-05-18,2025-05-18,2025-05-24,2025-05-25,Delivered,7
New York,Denver,DHL,Express,127.0,3.3,29x34x30,2025-05-09,2025-05-10,2025-05-15,2025-05-15,Delivered,5
Philadelphia,Denver,FedEx,Fragile,224.9,4.4,36x10x25,2025-05-05,2025-05-05,2025-05-12,2025-05-12,Delayed,7
Philadelphia,Orlando,UPS,Express,213.8,3.2,36x18x20,2025-05-15,2025-05-15,2025-05-22,2025-05-22,Delivered,7
Houston,Miami,FedEx,Standard,181.0,3.8,25x13x22,2025-05-16,2025-05-16,2025-05-20,2025-05-22,Delayed,6
Houston,Las Vegas,UPS,Express,327.5,4.3,35x34x30,2025-05-14,2025-05-15,2025-05-21,2025-05-21,Delivered,6
Chicago,San Francisco,FedEx,Fragile,114.6,2.0,49x33x18,2025-05-23,2025-05-24,2025-05-29,2025-05-30,Delivered,6
Boston,Phoenix,DHL,Standard,342.2,4.6,29x35x25,2025-05-27,2025-05-27,2025-06-02,2025-06-02,Delivered,6
Miami,Miami,DHL,Express,160.2,3.1,49x28x12,2025-05-18,2025-05-18,2025-05-24,2025-05-25,Delivered,7
Detroit,Las Vegas,UPS,Standard,118.6,3.8,37x12x27,2025-05-22,2025-05-22,2025-05-27,2025-05-28,Delayed,6
San Diego,San Francisco,FedEx,Express,145.7,3.7,37x33x12,2025-05-25,2025-05-25,2025-05-30,2025-06-01,Delivered,7
Houston,Las Vegas,DHL,Express,335.3,6.3,21x39x20,2025-05-19,2025-05-19,2025-05-25,2025-05-25,Delivered,6
Boston,Seattle,FedEx,Fragile,56.2,1.3,40x33x12,2025-05-01,2025-05-01,2025-05-04,2025-05-06,Delivered,5
Detroit,Phoenix,UPS,Express,274.0,5.2,30x13x30,2025-05-10,2025-05-10,2025-05-12,2025-05-12,Delivered,2
Chicago,Miami,DHL,Fragile,148.0,3.8,43x11x23,2025-05-30,2025-05-30,2025-06-04,2025-06-04,Delivered,5
Chicago,Seattle,DHL,Express,169.6,2.2,20x25x24,2025-05-24,2025-05-24,2025-05-28,2025-05-28,Delivered,4
Houston,Seattle,FedEx,Fragile,147.6,3.5,28x12x11,2025-05-04,2025-05-05,2025-05-07,2025-05-07,Delayed,2
Boston,Los Angeles,FedEx,Express,114.9,3.0,17x19x20,2025-05-08,2025-05-08,2025-05-13,2025-05-14,Delivered,6
Atlanta,Miami,FedEx,Fragile,311.4,5.3,33x37x14,2025-05-16,2025-05-17,2025-05-17,2025-05-17,Delivered,0
Chicago,Miami,FedEx,Express,231.8,3.4,24x40x13,2025-05-20,2025-05-21,2025-05-26,2025-05-26,Disrupted,5
Boston,Austin,FedEx,Fragile,237.0,3.5,21x35x23,2025-05-29,2025-05-29,2025-05-31,2025-06-02,Delivered,4
Boston,Phoenix,DHL,Fragile,233.4,3.7,21x26x15,2025-05-29,2025-05-29,2025-05-31,2025-05-31,Delayed,2
Dallas,Orlando,DHL,Standard,273.1,4.6,34x22x17,2025-05-08,2025-05-08,2025-05-14,2025-05-14,Delivered,6
New York,Miami,FedEx,Fragile,158.5,4.6,48x25x29,2025-05-28,2025-05-28,2025-06-02,2025-06-02,Delayed,5
Atlanta,Orlando,FedEx,Fragile,61.7,1.4,41x18x21,2025-05-06,2025-05-07,2025-05-13,2025-05-13,Delivered,6
Dallas,Denver,DHL,Fragile,236.1,3.2,17x32x21,2025-05-11,2025-05-11,2025-05-18,2025-05-18,Delivered,7
Philadelphia,Miami,DHL,Fragile,271.6,3.6,37x29x17,2025-05-06,2025-05-07,2025-05-09,2025-05-09,Delayed,2
Miami,Seattle,UPS,Express,177.7,2.5,21x23x24,2025-05-12,2025-05-12,2025-05-18,2025-05-20,Delivered,8
Miami,Seattle,DHL,Standard,319.3,5.9,15x18x29,2025-05-26,2025-05-26,2025-06-02,2025-06-02,Delivered,7
Atlanta,Miami,UPS,Express,74.0,3.2,42x30x21,2025-05-18,2025-05-18,2025-05-22,2025-05-23,Delivered,5
Houston,San Francisco,DHL,Fragile,80.3,2.6,36x26x21,2025-05-21,2025-05-21,2025-05-25,2025-05-26,Delivered,5
Boston,Austin,DHL,Standard,292.0,3.5,16x32x15,2025-05-08,2025-05-08,2025-05-12,2025-05-13,Delayed,5
Philadelphia,Denver,UPS,Express,297.6,3.7,45x22x30,2025-05-08,2025-05-08,2025-05-13,2025-05-13,Delivered,5
San Diego,Phoenix,UPS,Fragile,75.0,1.4,40x36x14,2025-05-10,2025-05-10,2025-05-15,2025-05-15,Delayed,5
New York,Los Angeles,DHL,Fragile,162.7,3.9,27x15x16,2025-05-18,2025-05-18,2025-05-22,2025-05-22,Delivered,4
Chicago,Los Angeles,FedEx,Express,55.4,1.3,48x15x19,2025-05-14,2025-05-14,2025-05-17,2025-05-17,Delivered,3
Philadelphia,San Francisco,DHL,Express,338.4,6.3,41x23x28,2025-05-30,2025-05-31,2025-06-02,2025-06-02,Delivered,2
Dallas,Las Vegas,UPS,Express,323.8,4.4,18x28x10,2025-05-17,2025-05-17,2025-05-18,2025-05-18,Delivered,1
New York,Las Vegas,DHL,Express,126.4,2.3,40x34x8,2025-05-13,2025-05-13,2025-05-20,2025-05-20,Delivered,7
Houston,Austin,DHL,Standard,86.5,1.6,40x17x26,2025-05-09,2025-05-09,2025-05-11,2025-05-11,Disrupted,2
Atlanta,Houston,DHL,Fragile,50.7,1.8,47x31x25,2025-05-14,2025-05-14,2025-05-16,2025-05-16,Delivered,2
Atlanta,Phoenix,DHL,Fragile,146.4,3.1,38x26x11,2025-05-14,2025-05-14,2025-05-16,2025-05-18,Delivered,4
Chicago,Phoenix,UPS,Fragile,200.6,4.5,26x30x28,2025-05-13,2025-05-13,2025-05-16,2025-05-16,Delivered,3
Chicago,San Francisco,UPS,Express,331.4,4.8,29x33x13,2025-05-19,2025-05-19,2025-05-22,2025-05-22,Disrupted,3
Philadelphia,Austin,FedEx,Fragile,125.6,3.4,42x29x14,2025-05-18,2025-05-18,2025-05-21,2025-05-21,Delivered,3
Houston,Phoenix,FedEx,Fragile,297.2,5.2,28x21x11,2025-05-18,2025-05-18,2025-05-19,2025-05-19,Delivered,1
Atlanta,Las Vegas,UPS,Standard,286.2,4.9,43x29x22,2025-05-17,2025-05-17,2025-05-24,2025-05-25,Disrupted,8
Detroit,Austin,FedEx,Express,339.4,5.8,25x12x14,2025-05-23,2025-05-24,2025-05-24,2025-05-24,Delivered,0
Chicago,San Francisco,FedEx,Standard,179.2,3.5,22x11x11,2025-05-27,2025-05-27,2025-06-03,2025-06-03,Delivered,7
Dallas,Los Angeles,DHL,Standard,64.1,3.2,20x12x8,2025-05-08,2025-05-08,2025-05-12,2025-05-13,Delayed,5
Houston,Houston,DHL,Standard,192.2,3.7,48x25x28,2025-05-26,2025-05-27,2025-05-30,2025-05-30,Delivered,3
Chicago,Seattle,FedEx,Standard,220.1,2.8,17x20x19,2025-05-30,2025-05-31,2025-06-03,2025-06-04,Delivered,4
Detroit,Denver,UPS,Standard,208.2,3.9,28x20x12,2025-05-25,2025-05-26,2025-05-26,2025-05-26,Disrupted,0
Miami,Austin,UPS,Fragile,189.6,4.6,48x28x30,2025-05-17,2025-05-17,2025-05-22,2025-05-22,Delivered,5
New York,Austin,DHL,Standard,205.0,4.2,37x26x20,2025-05-30,2025-05-30,2025-05-31,2025-06-02,Delayed,3
Detroit,San Francisco,DHL,Standard,145.4,2.6,29x29x26,2025-05-15,2025-05-16,2025-05-20,2025-05-20,Delivered,4
Miami,San Francisco,FedEx,Standard,284.6,3.9,18x38x26,2025-05-21,2025-05-21,2025-05-23,2025-05-25,Delivered,4
San Diego,Miami,UPS,Express,315.8,4.0,20x17x8,2025-05-06,2025-05-06,2025-05-08,2025-05-08,Delivered,2
New York,Austin,DHL,Express,171.0,2.8,16x28x21,2025-05-18,2025-05-18,2025-05-21,2025-05-21,Delivered,3
Detroit,Las Vegas,DHL,Standard,279.7,5.4,50x13x15,2025-05-26,2025-05-26,2025-05-27,2025-05-27,Delivered,1
Atlanta,Seattle,DHL,Standard,84.5,2.5,27x31x8,2025-05-05,2025-05-05,2025-05-10,2025-05-10,Delayed,5
Chicago,Las Vegas,UPS,Standard,206.0,5.0,31x29x26,2025-05-20,2025-05-21,2025-05-23,2025-05-23,Delayed,2
Atlanta,Austin,FedEx,Express,321.2,3.8,35x20x8,2025-05-19,2025-05-19,2025-05-23,2025-05-23,Delayed,4
Houston,Austin,DHL,Fragile,307.2,4.7,21x18x22,2025-05-15,2025-05-15,2025-05-18,2025-05-18,Delivered,3
Philadelphia,Orlando,FedEx,Fragile,256.7,5.2,50x14x11,2025-05-26,2025-05-27,2025-06-02,2025-06-02,Delayed,6
San Diego,Denver,UPS,Standard,332.1,5.4,20x39x23,2025-05-09,2025-05-09,2025-05-15,2025-05-16,Delivered,7
Houston,Denver,UPS,Fragile,256.7,4.5,23x32x22,2025-05-30,2025-05-31,2025-06-02,2025-06-04,Delivered,4
San Diego,Austin,FedEx,Fragile,213.0,2.6,38x29x18,2025-05-23,2025-05-23,2025-05-24,2025-05-24,Delivered,1
Chicago,Denver,UPS,Express,206.3,2.6,20x18x20,2025-05-03,2025-05-04,2025-05-04,2025-05-04,Delivered,0
San Diego,San Francisco,UPS,Standard,197.6,4.6,16x32x8,2025-05-23,2025-05-24,2025-05-26,2025-05-26,Delivered,2
San Diego,Houston,UPS,Fragile,126.0,2.5,20x26x23,2025-05-02,2025-05-03,2025-05-08,2025-05-08,Delivered,5
San Diego,San Francisco,DHL,Fragile,340.5,6.2,37x20x21,2025-05-02,2025-05-02,2025-05-03,2025-05-03,Delivered,1
Atlanta,Denver,DHL,Express,285.1,4.3,40x23x17,2025-05-08,2025-05-08,2025-05-12,2025-05-12,Delivered,4
Philadelphia,San Francisco,UPS,Express,279.2,3.7,17x35x29,2025-05-22,2025-05-22,2025-05-27,2025-05-27,Delayed,5
Boston,Denver,DHL,Standard,79.6,2.5,36x32x11,2025-05-25,2025-05-25,2025-05-30,2025-05-30,Disrupted,5
Dallas,Seattle,UPS,Express,279.3,3.3,30x39x12,2025-05-02,2025-05-02,2025-05-09,2025-05-09,Delayed,7
Boston,Orlando,UPS,Express,235.7,3.9,36x24x27,2025-05-24,2025-05-25,2025-05-27,2025-05-27,Delivered,2
Chicago,Miami,UPS,Standard,217.9,3.3,29x25x16,2025-05-02,2025-05-03,2025-05-07,2025-05-09,Delivered,6
Miami,Denver,UPS,Fragile,91.8,2.6,24x17x22,2025-05-24,2025-05-24,2025-05-25,2025-05-27,Delivered,3
Miami,Phoenix,DHL,Standard,61.9,2.0,32x34x22,2025-05-24,2025-05-24,2025-05-26,2025-05-26,Delivered,2
Philadelphia,Denver,FedEx,Express,339.8,4.6,44x35x22,2025-05-28,2025-05-29,2025-06-03,2025-06-03,Delivered,5
Atlanta,Los Angeles,UPS,Fragile,105.4,4.1,45x23x19,2025-05-04,2025-05-04,2025-05-07,2025-05-07,Delivered,3
Houston,Phoenix,DHL,Express,309.9,6.1,43x32x20,2025-05-20,2025-05-20,2025-05-23,2025-05-23,Delivered,3
Houston,Austin,DHL,Fragile,106.0,2.9,50x16x19,2025-05-10,2025-05-10,2025-05-17,2025-05-17,Delivered,7
Chicago,Orlando,FedEx,Fragile,265.6,3.4,44x24x20,2025-05-06,2025-05-06,2025-05-13,2025-05-13,Delayed,7
Philadelphia,Denver,UPS,Standard,214.6,4.6,28x30x10,2025-05-17,2025-05-18,2025-05-19,2025-05-21,Delivered,3
San Diego,Orlando,UPS,Standard,240.1,4.5,33x24x18,2025-05-08,2025-05-08,2025-05-13,2025-05-13,Delivered,5
Boston,Houston,DHL,Standard,237.0,4.1,35x32x28,2025-05-17,2025-05-17,2025-05-24,2025-05-26,Delayed,9
Detroit,Orlando,UPS,Express,119.5,2.2,27x20x15,2025-05-07,2025-05-08,2025-05-09,2025-05-10,Delivered,2
Chicago,Orlando,UPS,Standard,97.4,3.6,38x16x29,2025-05-11,2025-05-11,2025-05-18,2025-05-20,Delivered,9
Atlanta,San Francisco,UPS,Express,320.0,4.1,36x35x15,2025-05-06,2025-05-06,2025-05-12,2025-05-12,Delayed,6
Dallas,Houston,DHL,Standard,244.5,3.1,29x29x18,2025-05-15,2025-05-15,2025-05-17,2025-05-17,Disrupted,2
New York,Phoenix,FedEx,Standard,177.8,3.1,46x22x15,2025-05-22,2025-05-22,2025-05-24,2025-05-26,Disrupted,4
Miami,Los Angeles,FedEx,Standard,158.7,2.9,18x34x25,2025-05-20,2025-05-20,2025-05-23,2025-05-25,Delivered,5
New York,Orlando,FedEx,Express,245.4,4.7,26x18x28,2025-05-26,2025-05-27,2025-05-30,2025-05-30,Delivered,3
Dallas,Las Vegas,FedEx,Standard,282.2,5.0,33x24x20,2025-05-17,2025-05-17,2025-05-22,2025-05-23,Delivered,6
Chicago,San Francisco,DHL,Express,222.3,4.9,18x18x18,2025-05-04,2025-05-04,2025-05-09,2025-05-10,Delivered,6
San Diego,Orlando,UPS,Express,196.7,3.1,31x29x28,2025-05-16,2025-05-16,2025-05-22,2025-05-22,Delayed,6
Boston,Las Vegas,DHL,Standard,192.9,3.1,30x32x13,2025-05-26,2025-05-26,2025-05-29,2025-05-30,Delivered,4
Houston,Seattle,UPS,Standard,276.6,5.2,32x40x26,2025-05-11,2025-05-12,2025-05-12,2025-05-13,Delivered,1
Boston,Miami,FedEx,Fragile,184.2,3.2,20x17x26,2025-05-09,2025-05-09,2025-05-11,2025-05-11,Delivered,2
Dallas,Las Vegas,DHL,Fragile,327.7,4.0,36x29x27,2025-05-11,2025-05-11,2025-05-14,2025-05-15,Disrupted,4
Chicago,Seattle,FedEx,Standard,333.0,5.1,16x33x12,2025-05-08,2025-05-08,2025-05-12,2025-05-12,Delivered,4
Atlanta,Denver,DHL,Express,270.2,3.4,20x17x19,2025-05-23,2025-05-23,2025-05-26,2025-05-28,Delivered,5
Chicago,Miami,DHL,Standard,317.6,5.2,36x16x13,2025-05-05,2025-05-05,2025-05-10,2025-05-10,Delivered,5
Philadelphia,Denver,DHL,Standard,96.8,1.6,47x20x10,2025-05-19,2025-05-20,2025-05-21,2025-05-21,Delivered,1
Miami,Austin,UPS,Fragile,158.0,2.1,43x20x30,2025-05-18,2025-05-18,2025-05-21,2025-05-21,Delayed,3
Miami,Houston,DHL,Express,186.7,3.3,50x22x22,2025-05-14,2025-05-15,2025-05-15,2025-05-17,Delivered,2
New York,Houston,FedEx,Standard,266.2,3.7,41x35x17,2025-05-08,2025-05-08,2025-05-09,2025-05-10,Delivered,2
Detroit,Miami,FedEx,Express,68.2,3.2,35x16x24,2025-05-06,2025-05-06,2025-05-10,2025-05-10,Delivered,4
Boston,Denver,DHL,Fragile,114.2,2.7,50x34x24,2025-05-23,2025-05-23,2025-05-26,2025-05-26,Delivered,3
Houston,Houston,FedEx,Standard,285.5,5.4,30x13x24,2025-05-21,2025-05-22,2025-05-25,2025-05-25,Delayed,3
Houston,Seattle,DHL,Fragile,349.0,6.0,33x34x14,2025-05-21,2025-05-22,2025-05-24,2025-05-24,Delivered,2
Dallas,Seattle,UPS,Fragile,203.0,4.0,17x32x18,2025-05-05,2025-05-05,2025-05-09,2025-05-09,Delivered,4
Dallas,Denver,UPS,Standard,314.7,6.1,47x23x14,2025-05-18,2025-05-18,2025-05-22,2025-05-22,Delivered,4
Miami,Miami,FedEx,Fragile,175.1,3.6,28x29x16,2025-05-14,2025-05-14,2025-05-21,2025-05-23,Delayed,9
Philadelphia,Seattle,FedEx,Fragile,221.4,3.5,34x32x22,2025-05-31,2025-06-01,2025-06-05,2025-06-06,Delivered,5
Atlanta,Houston,FedEx,Express,212.4,2.8,37x21x17,2025-05-31,2025-05-31,2025-06-06,2025-06-06,Delivered,6
San Diego,Los Angeles,FedEx,Standard,136.2,4.3,49x37x10,2025-05-26,2025-05-26,2025-05-30,2025-05-30,Delivered,4
San Diego,Las Vegas,FedEx,Fragile,109.9,3.8,25x30x26,2025-05-23,2025-05-23,2025-05-27,2025-05-27,Delivered,4
New York,San Francisco,UPS,Fragile,275.4,4.9,41x10x25,2025-05-28,2025-05-28,2025-06-03,2025-06-04,Delivered,7
Dallas,Orlando,UPS,Express,228.8,5.1,24x34x29,2025-05-26,2025-05-26,2025-06-01,2025-06-03,Disrupted,8
Miami,San Francisco,UPS,Standard,90.8,2.0,43x18x22,2025-05-29,2025-05-29,2025-06-03,2025-06-03,Delivered,5
Houston,Denver,FedEx,Fragile,241.6,4.5,34x10x29,2025-05-21,2025-05-21,2025-05-24,2025-05-25,Delivered,4
New York,Houston,UPS,Express,247.9,3.4,41x25x29,2025-05-09,2025-05-09,2025-05-11,2025-05-12,Delivered,3
Miami,Houston,FedEx,Fragile,101.3,3.2,25x29x8,2025-05-11,2025-05-12,2025-05-17,2025-05-18,Delivered,6
San Diego,Miami,DHL,Express,147.4,2.7,26x16x15,2025-05-25,2025-05-26,2025-05-26,2025-05-27,Delivered,1
Miami,Denver,UPS,Fragile,298.4,4.0,48x35x15,2025-05-30,2025-05-30,2025-05-31,2025-06-01,Delivered,2
Chicago,Houston,UPS,Fragile,73.1,3.5,19x34x12,2025-05-27,2025-05-27,2025-05-28,2025-05-30,Delayed,3
San Diego,San Francisco,FedEx,Standard,202.5,3.9,34x33x19,2025-05-21,2025-05-21,2025-05-24,2025-05-24,Delivered,3
Miami,Los Angeles,UPS,Standard,277.2,4.8,24x27x11,2025-05-09,2025-05-10,2025-05-11,2025-05-13,Delayed,3
San Diego,Denver,UPS,Standard,210.1,3.5,40x16x20,2025-05-09,2025-05-09,2025-05-11,2025-05-12,Delayed,3
San Diego,Los Angeles,DHL,Standard,202.5,2.9,41x25x19,2025-05-28,2025-05-28,2025-06-04,2025-06-04,Delivered,7
San Diego,Las Vegas,DHL,Standard,175.0,4.5,36x23x27,2025-05-19,2025-05-19,2025-05-20,2025-05-20,Delivered,1
New York,Austin,FedEx,Fragile,162.3,4.3,20x23x12,2025-05-28,2025-05-29,2025-06-02,2025-06-02,Delivered,4
New York,Los Angeles,UPS,Express,270.8,5.1,24x31x8,2025-05-20,2025-05-20,2025-05-27,2025-05-27,Delivered,7
Houston,Los Angeles,DHL,Express,81.1,3.2,31x19x26,2025-05-24,2025-05-24,2025-05-31,2025-05-31,Delivered,7
Chicago,Phoenix,UPS,Fragile,175.1,4.6,24x22x27,2025-05-06,2025-05-06,2025-05-10,2025-05-11,Delivered,5
Atlanta,Houston,FedEx,Standard,119.2,3.0,24x31x30,2025-05-20,2025-05-20,2025-05-21,2025-05-21,Delivered,1
San Diego,Las Vegas,DHL,Fragile,85.6,3.8,26x39x29,2025-05-22,2025-05-22,2025-05-28,2025-05-30,Delivered,8
Chicago,Miami,UPS,Standard,253.9,5.1,42x10x20,2025-05-16,2025-05-16,2025-05-18,2025-05-18,Delivered,2
San Diego,Miami,UPS,Express,293.8,5.1,31x27x11,2025-05-08,2025-05-09,2025-05-11,2025-05-11,Delivered,2
Dallas,San Francisco,FedEx,Fragile,312.1,5.4,49x13x27,2025-05-14,2025-05-14,2025-05-19,2025-05-19,Disrupted,5
Detroit,Orlando,DHL,Fragile,160.7,2.9,35x34x10,2025-05-10,2025-05-11,2025-05-11,2025-05-11,Delivered,0
Atlanta,Las Vegas,UPS,Express,91.5,1.8,49x22x15,2025-05-12,2025-05-12,2025-05-14,2025-05-14,Delayed,2
Miami,Seattle,DHL,Express,50.5,2.6,25x25x15,2025-05-21,2025-05-22,2025-05-24,2025-05-26,Delayed,4
Miami,Houston,UPS,Express,73.5,3.2,34x36x25,2025-05-19,2025-05-19,2025-05-21,2025-05-21,Delayed,2
San Diego,Orlando,FedEx,Fragile,316.1,4.3,19x16x11,2025-05-02,2025-05-02,2025-05-09,2025-05-09,Delivered,7
Houston,Phoenix,DHL,Express,242.6,3.1,35x37x23,2025-05-23,2025-05-24,2025-05-26,2025-05-26,Delivered,2
San Diego,Las Vegas,UPS,Fragile,311.1,5.8,24x40x29,2025-05-30,2025-05-30,2025-05-31,2025-05-31,Delivered,1
Houston,Las Vegas,UPS,Express,281.0,5.0,18x31x27,2025-05-29,2025-05-29,2025-06-02,2025-06-02,Delivered,4
Philadelphia,Houston,DHL,Fragile,62.8,3.3,37x34x29,2025-05-28,2025-05-28,2025-05-31,2025-05-31,Delivered,3
Philadelphia,San Francisco,UPS,Fragile,347.0,4.5,24x36x24,2025-05-18,2025-05-18,2025-05-21,2025-05-21,Delayed,3
Philadelphia,Seattle,DHL,Express,145.8,3.0,47x16x9,2025-05-06,2025-05-06,2025-05-12,2025-05-12,Delivered,6
Miami,Austin,DHL,Fragile,89.0,2.8,18x15x29,2025-05-21,2025-05-21,2025-05-27,2025-05-27,Disrupted,6
Houston,Seattle,UPS,Standard,113.2,3.3,36x16x17,2025-05-22,2025-05-22,2025-05-25,2025-05-27,Disrupted,5
Miami,Miami,DHL,Fragile,310.0,4.5,33x40x16,2025-05-21,2025-05-22,2025-05-23,2025-05-25,Delivered,3
Atlanta,Los Angeles,DHL,Standard,243.5,4.8,23x26x9,2025-05-27,2025-05-27,2025-06-02,2025-06-02,Delivered,6
Atlanta,Los Angeles,DHL,Standard,247.9,4.3,35x36x13,2025-05-14,2025-05-15,2025-05-18,2025-05-20,Delivered,5
Houston,Seattle,UPS,Fragile,206.8,2.7,41x24x12,2025-05-18,2025-05-19,2025-05-20,2025-05-20,Delivered,1
Boston,Phoenix,UPS,Standard,348.4,6.0,27x17x18,2025-05-10,2025-05-11,2025-05-15,2025-05-15,Delivered,4
Philadelphia,Los Angeles,UPS,Express,52.7,3.4,16x21x24,2025-05-23,2025-05-23,2025-05-29,2025-05-29,Disrupted,6
Detroit,Phoenix,DHL,Standard,239.1,5.0,45x34x23,2025-05-02,2025-05-03,2025-05-09,2025-05-11,Delivered,8
Chicago,San Francisco,UPS,Standard,116.0,2.3,24x20x12,2025-05-18,2025-05-18,2025-05-23,2025-05-23,Delayed,5
Philadelphia,San Francisco,DHL,Fragile,187.6,4.5,42x28x21,2025-05-09,2025-05-09,2025-05-15,2025-05-15,Delivered,6
Chicago,Phoenix,DHL,Express,50.3,1.5,46x20x9,2025-05-15,2025-05-16,2025-05-18,2025-05-18,Delivered,2
Philadelphia,Houston,UPS,Express,148.3,2.1,29x22x10,2025-05-25,2025-05-26,2025-05-29,2025-05-29,Delivered,3
